SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99101.0 ETMA101 "APPLIED MATHEMATICS - I" 19 74 93 4
99103.0 ETPH103 "APPLIED PHYSICS - I" 18 54 72 3
99105.0 ETCH105 "ENGINEERING CHEMISTRY" 14 45 59 3
36107.0 ETME107 "MANUFACTURING PROCESS" 14 48 62 2
27109.0 ETCS109 "INTRODUCTION TO COMPUTERS AND AUTO CAD" 15 45 60 3
99111.0 ETEL111 "COMMUNICATION SKILLS - I" 17 51 68 3
99113.0 ETEL113 "IMPACT OF SCIENCE & TECHNOLOGY ON SOCIETY" 0 66 66 1
99151.0 ETPH151 "APPLIED PHYSICS LAB - I" 33 48 81 1
99153.0 ETCH153 "ENGINEERING CHEMISTRY LAB" 36 57 93 1
27155.0 ETCS155 "INTRODUCTION TO AUTO CAD OFFICE AUTOMATION AND WEB DESIGN" 33 43 76 2
36157.0 ETME157 "WORKSHOP PRACTICE" 34 46 80 2
36159.0 ETME159 "ENGINEERING GRAPHICS LAB" 32 59 91 1
