SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99101.0 ETMA101 "APPLIED MATHEMATICS - I" 14 58 72 4
99103.0 ETPH103 "APPLIED PHYSICS - I" 9 57 66 3
99105.0 ETCH105 "ENGINEERING CHEMISTRY" 13 34 50 3
36107.0 ETME107 "MANUFACTURING PROCESS" 18 39 57 2
27109.0 ETCS109 "INTRODUCTION TO COMPUTERS AND AUTO CAD" 19 43 62 3
99111.0 ETEL111 "COMMUNICATION SKILLS - I" 14 50 64 3
99113.0 ETEL113 "IMPACT OF SCIENCE & TECHNOLOGY ON SOCIETY" 0 66 66 1
99151.0 ETPH151 "APPLIED PHYSICS LAB - I" 27 30 57 1
99153.0 ETCH153 "ENGINEERING CHEMISTRY LAB" 34 58 92 1
27155.0 ETCS155 "INTRODUCTION TO AUTO CAD OFFICE AUTOMATION AND WEB DESIGN" 37 47 84 2
36157.0 ETME157 "WORKSHOP PRACTICE" 34 55 89 2
36159.0 ETME159 "ENGINEERING GRAPHICS LAB" 34 59 93 1
