SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 18 59 77 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 13 52 65 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 21 50 71 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 22 64 86 3
36110.0 ETME110 "ENGINEERING MECHANICS" 17 63 80 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 12 67 79 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 14 52 66 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 36 47 83 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 36 52 88 1
27156.0 ETCS156 "C PROGRAMMING LAB" 36 54 90 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 35 51 86 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 32 55 87 1
