SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
28301.0 ETEC301 "DIGITAL CIRCUITS & SYSTEMS - II" 16 41 57 4
31303.0 ETIT303 "JAVA PROGRAMMING AND WEBSITE DESIGN" 19 50 69 4
27305.0 ETCS305 "COMPUTER ARCHITECTURE" 19 37 56 4
27307.0 ETCS307 "LINUX AND X-WINDOWS PROGRAMMING" 20 50 70 4
27309.0 ETCS309 "DATA BASE MANAGEMENT SYSTEMS" 19 41 60 4
29311.0 ETMS311 "ORGANIZATIONAL BEHAVIOUR" 24 46 70 4
28351.0 ETEC351 "DIGITAL CIRCUITS & SYSTEMS - II LAB." 34 47 81 1
31353.0 ETIT353 "JAVA PROGRAMMING AND WEBSITE DESIGN LAB" 38 55 93 1
27355.0 ETCS355 "LINUX AND X-WINDOWS PROGRAMMING LAB" 35 49 84 1
27357.0 ETCS357 "DATA BASE MANAGEMENT SYSTEMS LAB." 36 48 84 1
