SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
28301.0 ETEC301 "DIGITAL CIRCUITS & SYSTEMS - II" 20 59 79 4
31303.0 ETIT303 "JAVA PROGRAMMING AND WEBSITE DESIGN" 24 62 86 4
27305.0 ETCS305 "COMPUTER ARCHITECTURE" 23 53 76 4
27307.0 ETCS307 "LINUX AND X-WINDOWS PROGRAMMING" 20 62 82 4
27309.0 ETCS309 "DATA BASE MANAGEMENT SYSTEMS" 20 55 75 4
29311.0 ETMS311 "ORGANIZATIONAL BEHAVIOUR" 25 52 77 4
28351.0 ETEC351 "DIGITAL CIRCUITS & SYSTEMS - II LAB." 35 51 86 1
31353.0 ETIT353 "JAVA PROGRAMMING AND WEBSITE DESIGN LAB" 38 55 93 1
27355.0 ETCS355 "LINUX AND X-WINDOWS PROGRAMMING LAB" 35 55 90 1
27357.0 ETCS357 "DATA BASE MANAGEMENT SYSTEMS LAB." 34 58 92 1
