SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99101.0 ETMA101 "APPLIED MATHEMATICS - I" 25 74 99 4
99103.0 ETPH103 "APPLIED PHYSICS - I" 23 69 92 3
99105.0 ETCH105 "ENGINEERING CHEMISTRY" 21 68 89 3
36107.0 ETME107 "MANUFACTURING PROCESS" 20 62 82 2
27109.0 ETCS109 "INTRODUCTION TO COMPUTERS AND AUTO CAD" 23 65 88 3
99111.0 ETEL111 "COMMUNICATION SKILLS - I" 21 66 87 3
99113.0 ETEL113 "IMPACT OF SCIENCE & TECHNOLOGY ON SOCIETY" 0 82 82 1
99151.0 ETPH151 "APPLIED PHYSICS LAB - I" 36 54 90 1
99153.0 ETCH153 "ENGINEERING CHEMISTRY LAB" 36 56 92 1
27155.0 ETCS155 "INTRODUCTION TO AUTO CAD OFFICE AUTOMATION AND WEB DESIGN" 34 47 81 2
36157.0 ETME157 "WORKSHOP PRACTICE" 36 55 91 2
36159.0 ETME159 "ENGINEERING GRAPHICS LAB" 34 59 93 1
