SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
27202.0 ETCS202 "SOFTWARE ENGINEERING" 20 34 54 4
27204.0 ETCS204 "ALGORITHM ANALYSIS & DESIGN" 18 50 68 4
28206.0 ETEC206 "DIGITAL CIRCUITS & SYSTEMS - I" 15 33 50 4
31208.0 ETIT208 "COMMUNICATION SYSTEMS" 20 45 65 4
27210.0 ETCS210 "COMPUTER GRAPHICS" 18 36 54 4
27212.0 ETCS212 "OPERATING SYSTEMS" 20 36 56 4
27252.0 ETCS252 "SOFTWARE ENGINEERING LAB" 34 52 86 1
27254.0 ETCS254 "ALGORITHM ANALYSIS AND DESIGN LAB" 32 43 75 1
28256.0 ETEC256 "DIGITAL CIRCUITS & SYSTEMS - I LAB" 25 48 73 1
27258.0 ETCS258 "COMPUTER GRAPHICS LAB" 35 56 91 1
