SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 20 58 78 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 21 51 72 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 24 50 74 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 23 64 87 3
36110.0 ETME110 "ENGINEERING MECHANICS" 20 62 82 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 17 71 88 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 18 46 64 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 35 48 83 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 34 51 85 1
27156.0 ETCS156 "C PROGRAMMING LAB" 37 53 90 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 34 48 82 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 34 52 86 1
