SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
27202.0 ETCS202 "SOFTWARE ENGINEERING" 18 48 66 4
27204.0 ETCS204 "ALGORITHM ANALYSIS & DESIGN" 12 49 61 4
28206.0 ETEC206 "DIGITAL CIRCUITS & SYSTEMS - I" 15 36 51 4
31208.0 ETIT208 "COMMUNICATION SYSTEMS" 10 38 50 4
27210.0 ETCS210 "COMPUTER GRAPHICS" 13 41 54 4
27212.0 ETCS212 "OPERATING SYSTEMS" 15 52 67 4
27252.0 ETCS252 "SOFTWARE ENGINEERING LAB" 35 50 85 1
27254.0 ETCS254 "ALGORITHM ANALYSIS AND DESIGN LAB" 32 32 64 1
28256.0 ETEC256 "DIGITAL CIRCUITS & SYSTEMS - I LAB" 29 50 79 1
27258.0 ETCS258 "COMPUTER GRAPHICS LAB" 37 56 93 1
