SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99101.0 ETMA101 "APPLIED MATHEMATICS - I" 16 34 50 4
99103.0 ETPH103 "APPLIED PHYSICS - I" 13 37 50 3
99105.0 ETCH105 "ENGINEERING CHEMISTRY" 13 56 69 3
36107.0 ETME107 "MANUFACTURING PROCESS" 9 38 50 2
27109.0 ETCS109 "INTRODUCTION TO COMPUTERS AND AUTO CAD" 17 46 63 3
99111.0 ETEL111 "COMMUNICATION SKILLS - I" 16 53 69 3
99113.0 ETEL113 "IMPACT OF SCIENCE & TECHNOLOGY ON SOCIETY" 0 54 54 1
99151.0 ETPH151 "APPLIED PHYSICS LAB - I" 30 43 73 1
99153.0 ETCH153 "ENGINEERING CHEMISTRY LAB" 34 56 90 1
27155.0 ETCS155 "INTRODUCTION TO AUTO CAD OFFICE AUTOMATION AND WEB DESIGN" 25 52 77 2
36157.0 ETME157 "WORKSHOP PRACTICE" 31 38 69 2
36159.0 ETME159 "ENGINEERING GRAPHICS LAB" 25 59 84 1
