SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99201.0 ETMA201 "APPLIED MATHEMATICS - III" 17 44 61 4
27203.0 ETCS203 "ANALOG ELECTRONICS" 12 46 58 4
28205.0 ETEC205 "CIRCUITS AND SYSTEMS" 17 55 72 4
27207.0 ETCS207 "FOUNDATIONS OF COMPUTER SYSTEMS" 22 43 65 4
31209.0 ETIT209 "OBJECT ORIENTED PROGRAMMING USING C++" 20 50 70 4
27211.0 ETCS211 "DATA STRUCTURES" 21 44 65 4
27251.0 ETCS251 "ANALOG ELECTRONICS LAB" 34 47 81 1
28253.0 ETEC253 "CIRCUITS & SYSTEMS LAB" 38 51 89 1
31255.0 ETIT255 "OBJECT ORIENTED PROGRAMMING USING C++ LAB" 34 50 84 1
27257.0 ETCS257 "DATA STRUCTURE LAB" 34 49 83 1
