SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 20 47 67 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 18 72 90 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 18 50 68 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 20 47 67 3
36110.0 ETME110 "ENGINEERING MECHANICS" 13 54 67 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 10 59 69 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 13 52 65 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 37 45 82 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 37 51 88 1
27156.0 ETCS156 "C PROGRAMMING LAB" 33 47 80 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 37 50 87 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 34 50 84 1
