SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99201.0 ETMA201 "APPLIED MATHEMATICS - III" 8 41 50 4
27203.0 ETCS203 "ANALOG ELECTRONICS" 9 48 57 4
28205.0 ETEC205 "CIRCUITS AND SYSTEMS" 6 43 50 4
27207.0 ETCS207 "FOUNDATIONS OF COMPUTER SYSTEMS" 15 35 50 4
31209.0 ETIT209 "OBJECT ORIENTED PROGRAMMING USING C++" 13 37 50 4
27211.0 ETCS211 "DATA STRUCTURES" 17 33 50 4
27251.0 ETCS251 "ANALOG ELECTRONICS LAB" 33 39 72 1
28253.0 ETEC253 "CIRCUITS & SYSTEMS LAB" 33 52 85 1
31255.0 ETIT255 "OBJECT ORIENTED PROGRAMMING USING C++ LAB" 34 50 84 1
27257.0 ETCS257 "DATA STRUCTURE LAB" 32 48 80 1
