SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99201.0 ETMA201 "APPLIED MATHEMATICS - III" 10 37 50 4
27203.0 ETCS203 "ANALOG ELECTRONICS" 14 38 52 4
28205.0 ETEC205 "CIRCUITS AND SYSTEMS" 14 39 53 4
27207.0 ETCS207 "FOUNDATIONS OF COMPUTER SYSTEMS" 18 42 60 4
31209.0 ETIT209 "OBJECT ORIENTED PROGRAMMING USING C++" 22 39 61 4
27211.0 ETCS211 "DATA STRUCTURES" 24 44 68 4
27251.0 ETCS251 "ANALOG ELECTRONICS LAB" 33 37 70 1
28253.0 ETEC253 "CIRCUITS & SYSTEMS LAB" 37 49 86 1
31255.0 ETIT255 "OBJECT ORIENTED PROGRAMMING USING C++ LAB" 37 56 93 1
27257.0 ETCS257 "DATA STRUCTURE LAB" 35 55 90 1
