SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
28301.0 ETEC301 "DIGITAL CIRCUITS & SYSTEMS - II" 15 46 61 4
31303.0 ETIT303 "JAVA PROGRAMMING AND WEBSITE DESIGN" 17 52 69 4
27305.0 ETCS305 "COMPUTER ARCHITECTURE" 19 45 64 4
27307.0 ETCS307 "LINUX AND X-WINDOWS PROGRAMMING" 19 46 65 4
27309.0 ETCS309 "DATA BASE MANAGEMENT SYSTEMS" 14 44 58 4
29311.0 ETMS311 "ORGANIZATIONAL BEHAVIOUR" 20 45 65 4
28351.0 ETEC351 "DIGITAL CIRCUITS & SYSTEMS - II LAB." 33 46 79 1
31353.0 ETIT353 "JAVA PROGRAMMING AND WEBSITE DESIGN LAB" 36 53 89 1
27355.0 ETCS355 "LINUX AND X-WINDOWS PROGRAMMING LAB" 34 54 88 1
27357.0 ETCS357 "DATA BASE MANAGEMENT SYSTEMS LAB." 33 41 74 1
