SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
27202.0 ETCS202 "SOFTWARE ENGINEERING" 21 32 53 4
27204.0 ETCS204 "ALGORITHM ANALYSIS & DESIGN" 18 36 54 4
28206.0 ETEC206 "DIGITAL CIRCUITS & SYSTEMS - I" 17 40 57 4
31208.0 ETIT208 "COMMUNICATION SYSTEMS" 18 28 50 4
27210.0 ETCS210 "COMPUTER GRAPHICS" 17 43 60 4
27212.0 ETCS212 "OPERATING SYSTEMS" 19 45 64 4
27252.0 ETCS252 "SOFTWARE ENGINEERING LAB" 35 57 92 1
27254.0 ETCS254 "ALGORITHM ANALYSIS AND DESIGN LAB" 34 42 76 1
28256.0 ETEC256 "DIGITAL CIRCUITS & SYSTEMS - I LAB" 35 41 76 1
27258.0 ETCS258 "COMPUTER GRAPHICS LAB" 38 44 82 1
