SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 13 50 63 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 13 63 76 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 24 36 60 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 22 56 78 3
36110.0 ETME110 "ENGINEERING MECHANICS" 17 45 62 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 14 57 71 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 14 45 59 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 36 48 84 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 34 51 85 1
27156.0 ETCS156 "C PROGRAMMING LAB" 37 56 93 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 35 50 85 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 32 50 82 1
