SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
28301.0 ETEC301 "DIGITAL CIRCUITS & SYSTEMS - II" 15 44 59 4
31303.0 ETIT303 "JAVA PROGRAMMING AND WEBSITE DESIGN" 16 42 58 4
27305.0 ETCS305 "COMPUTER ARCHITECTURE" 16 50 66 4
27307.0 ETCS307 "LINUX AND X-WINDOWS PROGRAMMING" 15 45 60 4
27309.0 ETCS309 "DATA BASE MANAGEMENT SYSTEMS" 13 50 63 4
29311.0 ETMS311 "ORGANIZATIONAL BEHAVIOUR" 19 44 63 4
28351.0 ETEC351 "DIGITAL CIRCUITS & SYSTEMS - II LAB." 35 47 82 1
31353.0 ETIT353 "JAVA PROGRAMMING AND WEBSITE DESIGN LAB" 34 56 90 1
27355.0 ETCS355 "LINUX AND X-WINDOWS PROGRAMMING LAB" 33 49 82 1
27357.0 ETCS357 "DATA BASE MANAGEMENT SYSTEMS LAB." 34 51 85 1
