SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99201.0 ETMA201 "APPLIED MATHEMATICS - III" 15 47 62 4
27203.0 ETCS203 "ANALOG ELECTRONICS" 18 52 70 4
28205.0 ETEC205 "CIRCUITS AND SYSTEMS" 15 56 71 4
27207.0 ETCS207 "FOUNDATIONS OF COMPUTER SYSTEMS" 20 46 66 4
31209.0 ETIT209 "OBJECT ORIENTED PROGRAMMING USING C++" 22 62 84 4
27211.0 ETCS211 "DATA STRUCTURES" 22 43 65 4
27251.0 ETCS251 "ANALOG ELECTRONICS LAB" 36 37 73 1
28253.0 ETEC253 "CIRCUITS & SYSTEMS LAB" 36 46 82 1
31255.0 ETIT255 "OBJECT ORIENTED PROGRAMMING USING C++ LAB" 36 52 88 1
27257.0 ETCS257 "DATA STRUCTURE LAB" 35 50 85 1
