SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 15 55 70 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 16 57 73 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 23 57 80 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 22 63 85 3
36110.0 ETME110 "ENGINEERING MECHANICS" 12 73 85 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 16 64 80 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 18 61 79 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 35 48 83 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 35 50 85 1
27156.0 ETCS156 "C PROGRAMMING LAB" 34 52 86 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 35 51 86 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 34 55 89 1
