SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 17 67 84 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 18 75 93 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 24 57 81 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 21 54 75 3
36110.0 ETME110 "ENGINEERING MECHANICS" 15 61 76 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 14 62 76 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 13 48 61 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 36 47 83 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 37 53 90 1
27156.0 ETCS156 "C PROGRAMMING LAB" 37 54 91 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 37 46 83 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 34 52 86 1
