SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99201.0 ETMA201 "APPLIED MATHEMATICS - III" 16 35 51 4
27203.0 ETCS203 "ANALOG ELECTRONICS" 8 45 53 4
28205.0 ETEC205 "CIRCUITS AND SYSTEMS" 10 57 67 4
27207.0 ETCS207 "FOUNDATIONS OF COMPUTER SYSTEMS" 11 39 50 4
31209.0 ETIT209 "OBJECT ORIENTED PROGRAMMING USING C++" 21 49 70 4
27211.0 ETCS211 "DATA STRUCTURES" 20 43 63 4
27251.0 ETCS251 "ANALOG ELECTRONICS LAB" 32 42 74 1
28253.0 ETEC253 "CIRCUITS & SYSTEMS LAB" 35 42 77 1
31255.0 ETIT255 "OBJECT ORIENTED PROGRAMMING USING C++ LAB" 34 52 86 1
27257.0 ETCS257 "DATA STRUCTURE LAB" 36 49 85 1
