SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
28301.0 ETEC301 "DIGITAL CIRCUITS & SYSTEMS - II" 18 49 67 4
31303.0 ETIT303 "JAVA PROGRAMMING AND WEBSITE DESIGN" 18 48 66 4
27305.0 ETCS305 "COMPUTER ARCHITECTURE" 15 27 42 0
27307.0 ETCS307 "LINUX AND X-WINDOWS PROGRAMMING" 18 47 65 4
27309.0 ETCS309 "DATA BASE MANAGEMENT SYSTEMS" 10 51 61 4
29311.0 ETMS311 "ORGANIZATIONAL BEHAVIOUR" 22 53 75 4
28351.0 ETEC351 "DIGITAL CIRCUITS & SYSTEMS - II LAB." 35 43 78 1
31353.0 ETIT353 "JAVA PROGRAMMING AND WEBSITE DESIGN LAB" 35 52 87 1
27355.0 ETCS355 "LINUX AND X-WINDOWS PROGRAMMING LAB" 33 43 76 1
27357.0 ETCS357 "DATA BASE MANAGEMENT SYSTEMS LAB." 33 50 83 1
