SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99101.0 ETMA101 "APPLIED MATHEMATICS - I" 11 40 51 4
99103.0 ETPH103 "APPLIED PHYSICS - I" 6 46 52 3
99105.0 ETCH105 "ENGINEERING CHEMISTRY" 13 36 50 3
36107.0 ETME107 "MANUFACTURING PROCESS" 9 45 54 2
27109.0 ETCS109 "INTRODUCTION TO COMPUTERS AND AUTO CAD" 15 57 72 3
99111.0 ETEL111 "COMMUNICATION SKILLS - I" 16 55 71 3
99113.0 ETEL113 "IMPACT OF SCIENCE & TECHNOLOGY ON SOCIETY" 0 64 64 1
99151.0 ETPH151 "APPLIED PHYSICS LAB - I" 33 34 67 1
99153.0 ETCH153 "ENGINEERING CHEMISTRY LAB" 33 58 91 1
27155.0 ETCS155 "INTRODUCTION TO AUTO CAD OFFICE AUTOMATION AND WEB DESIGN" 36 47 83 2
36157.0 ETME157 "WORKSHOP PRACTICE" 35 40 75 2
36159.0 ETME159 "ENGINEERING GRAPHICS LAB" 29 59 88 1
