SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
27202.0 ETCS202 "SOFTWARE ENGINEERING" 22 54 76 4
27204.0 ETCS204 "ALGORITHM ANALYSIS & DESIGN" 23 40 63 4
28206.0 ETEC206 "DIGITAL CIRCUITS & SYSTEMS - I" 18 45 63 4
31208.0 ETIT208 "COMMUNICATION SYSTEMS" 20 56 76 4
27210.0 ETCS210 "COMPUTER GRAPHICS" 20 46 66 4
27212.0 ETCS212 "OPERATING SYSTEMS" 18 44 62 4
27252.0 ETCS252 "SOFTWARE ENGINEERING LAB" 34 49 83 1
27254.0 ETCS254 "ALGORITHM ANALYSIS AND DESIGN LAB" 35 42 77 1
28256.0 ETEC256 "DIGITAL CIRCUITS & SYSTEMS - I LAB" 35 44 79 1
27258.0 ETCS258 "COMPUTER GRAPHICS LAB" 36 48 84 1
