SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 22 75 97 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 18 75 93 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 25 72 97 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 21 50 71 3
36110.0 ETME110 "ENGINEERING MECHANICS" 19 74 93 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 19 75 94 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 16 55 71 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 38 50 88 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 36 51 87 1
27156.0 ETCS156 "C PROGRAMMING LAB" 35 54 89 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 36 50 86 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 35 56 91 1
