SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99201.0 ETMA201 "APPLIED MATHEMATICS - III" 25 52 77 4
27203.0 ETCS203 "ANALOG ELECTRONICS" 20 60 80 4
28205.0 ETEC205 "CIRCUITS AND SYSTEMS" 19 55 74 4
27207.0 ETCS207 "FOUNDATIONS OF COMPUTER SYSTEMS" 23 52 75 4
31209.0 ETIT209 "OBJECT ORIENTED PROGRAMMING USING C++" 22 62 84 4
27211.0 ETCS211 "DATA STRUCTURES" 23 54 77 4
27251.0 ETCS251 "ANALOG ELECTRONICS LAB" 36 46 82 1
28253.0 ETEC253 "CIRCUITS & SYSTEMS LAB" 39 56 95 1
31255.0 ETIT255 "OBJECT ORIENTED PROGRAMMING USING C++ LAB" 35 54 89 1
27257.0 ETCS257 "DATA STRUCTURE LAB" 34 48 82 1
