SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 20 59 79 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 17 68 85 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 24 50 74 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 20 50 70 3
36110.0 ETME110 "ENGINEERING MECHANICS" 18 52 70 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 15 61 76 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 17 52 69 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 34 45 79 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 36 50 86 1
27156.0 ETCS156 "C PROGRAMMING LAB" 35 54 89 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 38 47 85 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 35 53 88 1
