SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
28301.0 ETEC301 "DIGITAL CIRCUITS & SYSTEMS - II" 18 39 57 4
31303.0 ETIT303 "JAVA PROGRAMMING AND WEBSITE DESIGN" 21 55 76 4
27305.0 ETCS305 "COMPUTER ARCHITECTURE" 17 54 71 4
27307.0 ETCS307 "LINUX AND X-WINDOWS PROGRAMMING" 20 53 73 4
27309.0 ETCS309 "DATA BASE MANAGEMENT SYSTEMS" 17 51 68 4
29311.0 ETMS311 "ORGANIZATIONAL BEHAVIOUR" 23 52 75 4
28351.0 ETEC351 "DIGITAL CIRCUITS & SYSTEMS - II LAB." 36 47 83 1
31353.0 ETIT353 "JAVA PROGRAMMING AND WEBSITE DESIGN LAB" 36 51 87 1
27355.0 ETCS355 "LINUX AND X-WINDOWS PROGRAMMING LAB" 35 49 84 1
27357.0 ETCS357 "DATA BASE MANAGEMENT SYSTEMS LAB." 35 58 93 1
