SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 10 38 50 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 13 37 50 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 18 34 52 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 11 40 51 3
36110.0 ETME110 "ENGINEERING MECHANICS" 7 43 50 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 5 51 56 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 13 44 57 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 29 42 71 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 36 50 86 1
27156.0 ETCS156 "C PROGRAMMING LAB" 30 50 80 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 38 45 83 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 32 52 84 1
