SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
27202.0 ETCS202 "SOFTWARE ENGINEERING" 16 38 54 4
27204.0 ETCS204 "ALGORITHM ANALYSIS & DESIGN" 10 44 54 4
28206.0 ETEC206 "DIGITAL CIRCUITS & SYSTEMS - I" 9 29 38 0
31208.0 ETIT208 "COMMUNICATION SYSTEMS" 15 30 50 4
27210.0 ETCS210 "COMPUTER GRAPHICS" 14 46 60 4
27212.0 ETCS212 "OPERATING SYSTEMS" 12 38 50 4
27252.0 ETCS252 "SOFTWARE ENGINEERING LAB" 36 47 83 1
27254.0 ETCS254 "ALGORITHM ANALYSIS AND DESIGN LAB" 33 46 79 1
28256.0 ETEC256 "DIGITAL CIRCUITS & SYSTEMS - I LAB" 29 48 77 1
27258.0 ETCS258 "COMPUTER GRAPHICS LAB" 33 39 72 1
