SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 16 66 82 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 14 70 84 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 24 45 69 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 20 50 70 3
36110.0 ETME110 "ENGINEERING MECHANICS" 19 62 81 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 19 61 80 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 20 48 68 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 36 43 79 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 36 52 88 1
27156.0 ETCS156 "C PROGRAMMING LAB" 34 50 84 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 38 50 88 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 36 53 89 1
