SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99101.0 ETMA101 "APPLIED MATHEMATICS - I" 18 54 72 4
99103.0 ETPH103 "APPLIED PHYSICS - I" 13 54 67 3
99105.0 ETCH105 "ENGINEERING CHEMISTRY" 17 51 68 3
36107.0 ETME107 "MANUFACTURING PROCESS" 15 52 67 2
27109.0 ETCS109 "INTRODUCTION TO COMPUTERS AND AUTO CAD" 17 63 80 3
99111.0 ETEL111 "COMMUNICATION SKILLS - I" 19 52 71 3
99113.0 ETEL113 "IMPACT OF SCIENCE & TECHNOLOGY ON SOCIETY" 0 82 82 1
99151.0 ETPH151 "APPLIED PHYSICS LAB - I" 30 51 81 1
99153.0 ETCH153 "ENGINEERING CHEMISTRY LAB" 35 58 93 1
27155.0 ETCS155 "INTRODUCTION TO AUTO CAD OFFICE AUTOMATION AND WEB DESIGN" 33 47 80 2
36157.0 ETME157 "WORKSHOP PRACTICE" 36 45 81 2
36159.0 ETME159 "ENGINEERING GRAPHICS LAB" 35 59 94 1
