SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99201.0 ETMA201 "APPLIED MATHEMATICS - III" 19 31 50 4
27203.0 ETCS203 "ANALOG ELECTRONICS" 13 51 64 4
28205.0 ETEC205 "CIRCUITS AND SYSTEMS" 15 37 52 4
27207.0 ETCS207 "FOUNDATIONS OF COMPUTER SYSTEMS" 17 38 55 4
31209.0 ETIT209 "OBJECT ORIENTED PROGRAMMING USING C++" 11 47 58 4
27211.0 ETCS211 "DATA STRUCTURES" 17 43 60 4
27251.0 ETCS251 "ANALOG ELECTRONICS LAB" 36 49 85 1
28253.0 ETEC253 "CIRCUITS & SYSTEMS LAB" 39 45 84 1
31255.0 ETIT255 "OBJECT ORIENTED PROGRAMMING USING C++ LAB" 33 49 82 1
27257.0 ETCS257 "DATA STRUCTURE LAB" 35 50 85 1
