SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99101.0 ETMA101 "APPLIED MATHEMATICS - I" 19 55 74 4
99103.0 ETPH103 "APPLIED PHYSICS - I" 13 45 58 3
99105.0 ETCH105 "ENGINEERING CHEMISTRY" 14 37 51 3
36107.0 ETME107 "MANUFACTURING PROCESS" 16 39 55 2
27109.0 ETCS109 "INTRODUCTION TO COMPUTERS AND AUTO CAD" 18 47 65 3
99111.0 ETEL111 "COMMUNICATION SKILLS - I" 19 60 79 3
99113.0 ETEL113 "IMPACT OF SCIENCE & TECHNOLOGY ON SOCIETY" 0 72 72 1
99151.0 ETPH151 "APPLIED PHYSICS LAB - I" 27 38 65 1
99153.0 ETCH153 "ENGINEERING CHEMISTRY LAB" 34 59 93 1
27155.0 ETCS155 "INTRODUCTION TO AUTO CAD OFFICE AUTOMATION AND WEB DESIGN" 36 50 86 2
36157.0 ETME157 "WORKSHOP PRACTICE" 35 50 85 2
36159.0 ETME159 "ENGINEERING GRAPHICS LAB" 34 59 93 1
