SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 15 47 62 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 8 39 50 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 22 26 50 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 12 40 52 3
36110.0 ETME110 "ENGINEERING MECHANICS" 15 54 69 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 12 48 60 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 13 36 50 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 36 42 78 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 37 52 89 1
27156.0 ETCS156 "C PROGRAMMING LAB" 34 53 87 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 37 48 85 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 35 47 82 1
