SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 22 61 83 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 19 60 79 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 24 50 74 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 23 54 77 3
36110.0 ETME110 "ENGINEERING MECHANICS" 15 55 70 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 16 74 90 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 19 52 71 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 38 46 84 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 37 55 92 1
27156.0 ETCS156 "C PROGRAMMING LAB" 35 54 89 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 37 50 87 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 36 56 92 1
