SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99201.0 ETMA201 "APPLIED MATHEMATICS - III" 19 37 56 4
27203.0 ETCS203 "ANALOG ELECTRONICS" 17 64 81 4
28205.0 ETEC205 "CIRCUITS AND SYSTEMS" 18 52 70 4
27207.0 ETCS207 "FOUNDATIONS OF COMPUTER SYSTEMS" 24 54 78 4
31209.0 ETIT209 "OBJECT ORIENTED PROGRAMMING USING C++" 23 56 79 4
27211.0 ETCS211 "DATA STRUCTURES" 22 40 62 4
27251.0 ETCS251 "ANALOG ELECTRONICS LAB" 36 49 85 1
28253.0 ETEC253 "CIRCUITS & SYSTEMS LAB" 36 54 90 1
31255.0 ETIT255 "OBJECT ORIENTED PROGRAMMING USING C++ LAB" 36 53 89 1
27257.0 ETCS257 "DATA STRUCTURE LAB" 34 56 90 1
