SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99101.0 ETMA101 "APPLIED MATHEMATICS - I" 20 66 86 4
99103.0 ETPH103 "APPLIED PHYSICS - I" 19 57 76 3
99105.0 ETCH105 "ENGINEERING CHEMISTRY" 20 73 93 3
36107.0 ETME107 "MANUFACTURING PROCESS" 21 58 79 2
27109.0 ETCS109 "INTRODUCTION TO COMPUTERS AND AUTO CAD" 19 65 84 3
99111.0 ETEL111 "COMMUNICATION SKILLS - I" 19 62 81 3
99113.0 ETEL113 "IMPACT OF SCIENCE & TECHNOLOGY ON SOCIETY" 0 86 86 1
99151.0 ETPH151 "APPLIED PHYSICS LAB - I" 30 47 77 1
99153.0 ETCH153 "ENGINEERING CHEMISTRY LAB" 37 59 96 1
27155.0 ETCS155 "INTRODUCTION TO AUTO CAD OFFICE AUTOMATION AND WEB DESIGN" 36 48 84 2
36157.0 ETME157 "WORKSHOP PRACTICE" 35 47 82 2
36159.0 ETME159 "ENGINEERING GRAPHICS LAB" 35 59 94 1
