SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 13 46 59 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 9 52 61 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 19 38 57 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 20 47 67 3
36110.0 ETME110 "ENGINEERING MECHANICS" 13 51 64 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 10 69 79 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 14 37 51 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 34 46 80 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 36 50 86 1
27156.0 ETCS156 "C PROGRAMMING LAB" 36 52 88 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 37 48 85 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 32 51 83 1
