SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99101.0 ETMA101 "APPLIED MATHEMATICS - I" 20 62 82 4
99103.0 ETPH103 "APPLIED PHYSICS - I" 19 62 81 3
99105.0 ETCH105 "ENGINEERING CHEMISTRY" 18 50 68 3
36107.0 ETME107 "MANUFACTURING PROCESS" 22 55 77 2
27109.0 ETCS109 "INTRODUCTION TO COMPUTERS AND AUTO CAD" 24 71 95 3
99111.0 ETEL111 "COMMUNICATION SKILLS - I" 22 60 82 3
99113.0 ETEL113 "IMPACT OF SCIENCE & TECHNOLOGY ON SOCIETY" 0 96 96 1
99151.0 ETPH151 "APPLIED PHYSICS LAB - I" 33 47 80 1
99153.0 ETCH153 "ENGINEERING CHEMISTRY LAB" 35 56 91 1
27155.0 ETCS155 "INTRODUCTION TO AUTO CAD OFFICE AUTOMATION AND WEB DESIGN" 37 54 91 2
36157.0 ETME157 "WORKSHOP PRACTICE" 35 51 86 2
36159.0 ETME159 "ENGINEERING GRAPHICS LAB" 36 59 95 1
