SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
27202.0 ETCS202 "SOFTWARE ENGINEERING" 24 59 83 4
27204.0 ETCS204 "ALGORITHM ANALYSIS & DESIGN" 22 68 90 4
28206.0 ETEC206 "DIGITAL CIRCUITS & SYSTEMS - I" 20 47 67 4
31208.0 ETIT208 "COMMUNICATION SYSTEMS" 23 60 83 4
27210.0 ETCS210 "COMPUTER GRAPHICS" 20 58 78 4
27212.0 ETCS212 "OPERATING SYSTEMS" 20 58 78 4
27252.0 ETCS252 "SOFTWARE ENGINEERING LAB" 35 57 92 1
27254.0 ETCS254 "ALGORITHM ANALYSIS AND DESIGN LAB" 36 46 82 1
28256.0 ETEC256 "DIGITAL CIRCUITS & SYSTEMS - I LAB" 33 50 83 1
27258.0 ETCS258 "COMPUTER GRAPHICS LAB" 39 56 95 1
