SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 16 50 66 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 18 64 82 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 25 55 80 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 23 66 89 3
36110.0 ETME110 "ENGINEERING MECHANICS" 13 49 62 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 11 65 76 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 18 53 71 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 36 49 85 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 35 51 86 1
27156.0 ETCS156 "C PROGRAMMING LAB" 38 57 95 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 35 49 84 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 34 56 90 1
