SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99201.0 ETMA201 "APPLIED MATHEMATICS - III" 18 43 61 4
27203.0 ETCS203 "ANALOG ELECTRONICS" 16 51 67 4
28205.0 ETEC205 "CIRCUITS AND SYSTEMS" 15 53 68 4
27207.0 ETCS207 "FOUNDATIONS OF COMPUTER SYSTEMS" 22 50 72 4
31209.0 ETIT209 "OBJECT ORIENTED PROGRAMMING USING C++" 22 55 77 4
27211.0 ETCS211 "DATA STRUCTURES" 22 54 76 4
27251.0 ETCS251 "ANALOG ELECTRONICS LAB" 34 47 81 1
28253.0 ETEC253 "CIRCUITS & SYSTEMS LAB" 36 42 78 1
31255.0 ETIT255 "OBJECT ORIENTED PROGRAMMING USING C++ LAB" 34 51 85 1
27257.0 ETCS257 "DATA STRUCTURE LAB" 36 55 91 1
