SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 18 75 93 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 20 68 88 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 21 49 70 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 22 67 89 3
36110.0 ETME110 "ENGINEERING MECHANICS" 14 53 67 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 13 75 88 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 14 54 68 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 34 44 78 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 37 51 88 1
27156.0 ETCS156 "C PROGRAMMING LAB" 35 52 87 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 37 50 87 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 34 52 86 1
