SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
28301.0 ETEC301 "DIGITAL CIRCUITS & SYSTEMS - II" 19 55 74 4
31303.0 ETIT303 "JAVA PROGRAMMING AND WEBSITE DESIGN" 19 56 75 4
27305.0 ETCS305 "COMPUTER ARCHITECTURE" 21 47 68 4
27307.0 ETCS307 "LINUX AND X-WINDOWS PROGRAMMING" 20 53 73 4
27309.0 ETCS309 "DATA BASE MANAGEMENT SYSTEMS" 20 59 79 4
29311.0 ETMS311 "ORGANIZATIONAL BEHAVIOUR" 23 60 83 4
28351.0 ETEC351 "DIGITAL CIRCUITS & SYSTEMS - II LAB." 35 50 85 1
31353.0 ETIT353 "JAVA PROGRAMMING AND WEBSITE DESIGN LAB" 32 55 87 1
27355.0 ETCS355 "LINUX AND X-WINDOWS PROGRAMMING LAB" 31 48 79 1
27357.0 ETCS357 "DATA BASE MANAGEMENT SYSTEMS LAB." 29 44 73 1
