SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99201.0 ETMA201 "APPLIED MATHEMATICS - III" 16 34 50 4
27203.0 ETCS203 "ANALOG ELECTRONICS" 6 44 50 4
28205.0 ETEC205 "CIRCUITS AND SYSTEMS" 14 42 56 4
27207.0 ETCS207 "FOUNDATIONS OF COMPUTER SYSTEMS" 18 45 63 4
31209.0 ETIT209 "OBJECT ORIENTED PROGRAMMING USING C++" 16 50 66 4
27211.0 ETCS211 "DATA STRUCTURES" 22 34 56 4
27251.0 ETCS251 "ANALOG ELECTRONICS LAB" 34 39 73 1
28253.0 ETEC253 "CIRCUITS & SYSTEMS LAB" 37 52 89 1
31255.0 ETIT255 "OBJECT ORIENTED PROGRAMMING USING C++ LAB" 36 52 88 1
27257.0 ETCS257 "DATA STRUCTURE LAB" 34 52 86 1
