SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99101.0 ETMA101 "APPLIED MATHEMATICS - I" 13 37 50 4
99103.0 ETPH103 "APPLIED PHYSICS - I" 6 52 58 3
99105.0 ETCH105 "ENGINEERING CHEMISTRY" 13 40 53 3
36107.0 ETME107 "MANUFACTURING PROCESS" 14 55 69 2
27109.0 ETCS109 "INTRODUCTION TO COMPUTERS AND AUTO CAD" 13 50 63 3
99111.0 ETEL111 "COMMUNICATION SKILLS - I" 13 47 60 3
99113.0 ETEL113 "IMPACT OF SCIENCE & TECHNOLOGY ON SOCIETY" 0 60 60 1
99151.0 ETPH151 "APPLIED PHYSICS LAB - I" 37 47 84 1
99153.0 ETCH153 "ENGINEERING CHEMISTRY LAB" 36 59 95 1
27155.0 ETCS155 "INTRODUCTION TO AUTO CAD OFFICE AUTOMATION AND WEB DESIGN" 35 51 86 2
36157.0 ETME157 "WORKSHOP PRACTICE" 34 47 81 2
36159.0 ETME159 "ENGINEERING GRAPHICS LAB" 35 59 94 1
