SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
28301.0 ETEC301 "DIGITAL CIRCUITS & SYSTEMS - II" 16 56 72 4
31303.0 ETIT303 "JAVA PROGRAMMING AND WEBSITE DESIGN" 21 54 75 4
27305.0 ETCS305 "COMPUTER ARCHITECTURE" 17 40 57 4
27307.0 ETCS307 "LINUX AND X-WINDOWS PROGRAMMING" 17 47 64 4
27309.0 ETCS309 "DATA BASE MANAGEMENT SYSTEMS" 13 38 51 4
29311.0 ETMS311 "ORGANIZATIONAL BEHAVIOUR" 20 45 65 4
28351.0 ETEC351 "DIGITAL CIRCUITS & SYSTEMS - II LAB." 33 51 84 1
31353.0 ETIT353 "JAVA PROGRAMMING AND WEBSITE DESIGN LAB" 34 51 85 1
27355.0 ETCS355 "LINUX AND X-WINDOWS PROGRAMMING LAB" 31 40 71 1
27357.0 ETCS357 "DATA BASE MANAGEMENT SYSTEMS LAB." 32 46 78 1
