SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
27202.0 ETCS202 "SOFTWARE ENGINEERING" 14 31 50 4
27204.0 ETCS204 "ALGORITHM ANALYSIS & DESIGN" 11 33 44 0
28206.0 ETEC206 "DIGITAL CIRCUITS & SYSTEMS - I" 10 40 50 4
31208.0 ETIT208 "COMMUNICATION SYSTEMS" 10 39 50 4
27210.0 ETCS210 "COMPUTER GRAPHICS" 15 43 58 4
27212.0 ETCS212 "OPERATING SYSTEMS" 11 39 50 4
27252.0 ETCS252 "SOFTWARE ENGINEERING LAB" 26 40 66 1
27254.0 ETCS254 "ALGORITHM ANALYSIS AND DESIGN LAB" 29 46 75 1
28256.0 ETEC256 "DIGITAL CIRCUITS & SYSTEMS - I LAB" 29 43 72 1
27258.0 ETCS258 "COMPUTER GRAPHICS LAB" 31 38 69 1
