SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 15 58 73 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 11 68 79 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 21 50 71 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 18 61 79 3
36110.0 ETME110 "ENGINEERING MECHANICS" 16 63 79 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 14 52 66 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 13 58 71 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 34 49 83 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 32 50 82 1
27156.0 ETCS156 "C PROGRAMMING LAB" 32 45 77 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 34 43 77 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 32 52 84 1
