SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 15 42 57 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 13 57 70 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 22 56 78 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 14 55 69 3
36110.0 ETME110 "ENGINEERING MECHANICS" 9 41 50 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 8 32 40 0
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 14 58 72 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 35 42 77 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 35 50 85 1
27156.0 ETCS156 "C PROGRAMMING LAB" 30 50 80 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 32 45 77 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 34 45 79 1
