SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99201.0 ETMA201 "APPLIED MATHEMATICS - III" 19 46 65 4
27203.0 ETCS203 "ANALOG ELECTRONICS" 14 58 72 4
28205.0 ETEC205 "CIRCUITS AND SYSTEMS" 12 38 50 4
27207.0 ETCS207 "FOUNDATIONS OF COMPUTER SYSTEMS" 16 34 50 4
31209.0 ETIT209 "OBJECT ORIENTED PROGRAMMING USING C++" 18 62 80 4
27211.0 ETCS211 "DATA STRUCTURES" 15 37 52 4
27251.0 ETCS251 "ANALOG ELECTRONICS LAB" 34 51 85 1
28253.0 ETEC253 "CIRCUITS & SYSTEMS LAB" 36 41 77 1
31255.0 ETIT255 "OBJECT ORIENTED PROGRAMMING USING C++ LAB" 35 52 87 1
27257.0 ETCS257 "DATA STRUCTURE LAB" 31 55 86 1
