SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
28301.0 ETEC301 "DIGITAL CIRCUITS & SYSTEMS - II" 15 52 67 4
31303.0 ETIT303 "JAVA PROGRAMMING AND WEBSITE DESIGN" 16 49 65 4
27305.0 ETCS305 "COMPUTER ARCHITECTURE" 17 40 57 4
27307.0 ETCS307 "LINUX AND X-WINDOWS PROGRAMMING" 13 37 50 4
27309.0 ETCS309 "DATA BASE MANAGEMENT SYSTEMS" 18 49 67 4
29311.0 ETMS311 "ORGANIZATIONAL BEHAVIOUR" 17 34 51 4
28351.0 ETEC351 "DIGITAL CIRCUITS & SYSTEMS - II LAB." 33 46 79 1
31353.0 ETIT353 "JAVA PROGRAMMING AND WEBSITE DESIGN LAB" 30 50 80 1
27355.0 ETCS355 "LINUX AND X-WINDOWS PROGRAMMING LAB" 31 43 74 1
27357.0 ETCS357 "DATA BASE MANAGEMENT SYSTEMS LAB." 31 40 71 1
