SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99101.0 ETMA101 "APPLIED MATHEMATICS - I" 16 71 87 4
99103.0 ETPH103 "APPLIED PHYSICS - I" 18 57 75 3
99105.0 ETCH105 "ENGINEERING CHEMISTRY" 14 48 62 3
36107.0 ETME107 "MANUFACTURING PROCESS" 16 51 67 2
27109.0 ETCS109 "INTRODUCTION TO COMPUTERS AND AUTO CAD" 14 60 74 3
99111.0 ETEL111 "COMMUNICATION SKILLS - I" 15 52 67 3
99113.0 ETEL113 "IMPACT OF SCIENCE & TECHNOLOGY ON SOCIETY" 0 66 66 1
99151.0 ETPH151 "APPLIED PHYSICS LAB - I" 32 47 79 1
99153.0 ETCH153 "ENGINEERING CHEMISTRY LAB" 36 57 93 1
27155.0 ETCS155 "INTRODUCTION TO AUTO CAD OFFICE AUTOMATION AND WEB DESIGN" 35 46 81 2
36157.0 ETME157 "WORKSHOP PRACTICE" 34 49 83 2
36159.0 ETME159 "ENGINEERING GRAPHICS LAB" 33 59 92 1
