SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 14 57 71 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 8 54 62 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 23 59 82 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 22 46 68 3
36110.0 ETME110 "ENGINEERING MECHANICS" 16 72 88 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 13 62 75 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 14 48 62 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 35 49 84 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 36 49 85 1
27156.0 ETCS156 "C PROGRAMMING LAB" 30 50 80 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 33 51 84 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 32 53 85 1
