SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
27202.0 ETCS202 "SOFTWARE ENGINEERING" 12 29 41 0
27204.0 ETCS204 "ALGORITHM ANALYSIS & DESIGN" 16 55 71 4
28206.0 ETEC206 "DIGITAL CIRCUITS & SYSTEMS - I" 14 46 60 4
31208.0 ETIT208 "COMMUNICATION SYSTEMS" 13 36 50 4
27210.0 ETCS210 "COMPUTER GRAPHICS" 17 39 56 4
27212.0 ETCS212 "OPERATING SYSTEMS" 13 32 50 4
27252.0 ETCS252 "SOFTWARE ENGINEERING LAB" 31 43 74 1
27254.0 ETCS254 "ALGORITHM ANALYSIS AND DESIGN LAB" 34 42 76 1
28256.0 ETEC256 "DIGITAL CIRCUITS & SYSTEMS - I LAB" 29 43 72 1
27258.0 ETCS258 "COMPUTER GRAPHICS LAB" 36 50 86 1
