SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99101.0 ETMA101 "APPLIED MATHEMATICS - I" 21 56 77 4
99103.0 ETPH103 "APPLIED PHYSICS - I" 17 60 77 3
99105.0 ETCH105 "ENGINEERING CHEMISTRY" 16 61 77 3
36107.0 ETME107 "MANUFACTURING PROCESS" 20 62 82 2
27109.0 ETCS109 "INTRODUCTION TO COMPUTERS AND AUTO CAD" 20 66 86 3
99111.0 ETEL111 "COMMUNICATION SKILLS - I" 20 57 77 3
99113.0 ETEL113 "IMPACT OF SCIENCE & TECHNOLOGY ON SOCIETY" 0 80 80 1
99151.0 ETPH151 "APPLIED PHYSICS LAB - I" 29 45 74 1
99153.0 ETCH153 "ENGINEERING CHEMISTRY LAB" 33 56 89 1
27155.0 ETCS155 "INTRODUCTION TO AUTO CAD OFFICE AUTOMATION AND WEB DESIGN" 32 47 79 2
36157.0 ETME157 "WORKSHOP PRACTICE" 34 48 82 2
36159.0 ETME159 "ENGINEERING GRAPHICS LAB" 31 59 90 1
