SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
28301.0 ETEC301 "DIGITAL CIRCUITS & SYSTEMS - II" 22 57 79 4
31303.0 ETIT303 "JAVA PROGRAMMING AND WEBSITE DESIGN" 21 52 73 4
27305.0 ETCS305 "COMPUTER ARCHITECTURE" 22 49 71 4
27307.0 ETCS307 "LINUX AND X-WINDOWS PROGRAMMING" 18 43 61 4
27309.0 ETCS309 "DATA BASE MANAGEMENT SYSTEMS" 21 61 82 4
29311.0 ETMS311 "ORGANIZATIONAL BEHAVIOUR" 13 54 67 4
28351.0 ETEC351 "DIGITAL CIRCUITS & SYSTEMS - II LAB." 35 51 86 1
31353.0 ETIT353 "JAVA PROGRAMMING AND WEBSITE DESIGN LAB" 33 48 81 1
27355.0 ETCS355 "LINUX AND X-WINDOWS PROGRAMMING LAB" 33 40 73 1
27357.0 ETCS357 "DATA BASE MANAGEMENT SYSTEMS LAB." 34 58 92 1
