SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99102.0 ETMA102 "APPLIED MATHEMATICS - II" 20 54 74 4
99104.0 ETPH104 "APPLIED PHYSICS - II" 16 58 74 3
99106.0 ETCH106 "ENVIRONMENTAL STUDIES" 23 57 80 3
27108.0 ETCS108 "INTRODUCTION TO PROGRAMMING" 15 49 64 3
36110.0 ETME110 "ENGINEERING MECHANICS" 16 58 74 3
28112.0 ETEC112 "ELECTRICAL SCIENCE" 13 73 86 3
99114.0 ETEL114 "COMMUNICATION SKILLS - II" 15 47 62 3
99152.0 ETPH152 "APPLIED PHYSICS LAB - II" 37 46 83 1
99154.0 ETCH154 "ENVIRONMENTAL STUDIES LAB." 36 51 87 1
27156.0 ETCS156 "C PROGRAMMING LAB" 34 53 87 1
36158.0 ETME158 "ENGINEERING MECHANICS LAB." 36 51 87 2
28160.0 ETEC160 "ELECTRICAL SCIENCE LAB" 32 50 82 1
