SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
99201.0 ETMA201 "APPLIED MATHEMATICS - III" 21 51 72 4
27203.0 ETCS203 "ANALOG ELECTRONICS" 18 59 77 4
28205.0 ETEC205 "CIRCUITS AND SYSTEMS" 16 62 78 4
27207.0 ETCS207 "FOUNDATIONS OF COMPUTER SYSTEMS" 24 47 71 4
31209.0 ETIT209 "OBJECT ORIENTED PROGRAMMING USING C++" 21 50 71 4
27211.0 ETCS211 "DATA STRUCTURES" 24 56 80 4
27251.0 ETCS251 "ANALOG ELECTRONICS LAB" 35 48 83 1
28253.0 ETEC253 "CIRCUITS & SYSTEMS LAB" 37 50 87 1
31255.0 ETIT255 "OBJECT ORIENTED PROGRAMMING USING C++ LAB" 36 55 91 1
27257.0 ETCS257 "DATA STRUCTURE LAB" 34 48 82 1
