SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
28301.0 ETEC301 "DIGITAL CIRCUITS & SYSTEMS - II" 19 50 69 4
31303.0 ETIT303 "JAVA PROGRAMMING AND WEBSITE DESIGN" 18 54 72 4
27305.0 ETCS305 "COMPUTER ARCHITECTURE" 18 54 72 4
27307.0 ETCS307 "LINUX AND X-WINDOWS PROGRAMMING" 16 48 64 4
27309.0 ETCS309 "DATA BASE MANAGEMENT SYSTEMS" 19 56 75 4
29311.0 ETMS311 "ORGANIZATIONAL BEHAVIOUR" 20 54 74 4
28351.0 ETEC351 "DIGITAL CIRCUITS & SYSTEMS - II LAB." 36 46 82 1
31353.0 ETIT353 "JAVA PROGRAMMING AND WEBSITE DESIGN LAB" 35 45 80 1
27355.0 ETCS355 "LINUX AND X-WINDOWS PROGRAMMING LAB" 35 56 91 1
27357.0 ETCS357 "DATA BASE MANAGEMENT SYSTEMS LAB." 32 58 90 1
