SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
28301.0 ETEC301 "DIGITAL CIRCUITS & SYSTEMS - II" 9 47 56 4
31303.0 ETIT303 "JAVA PROGRAMMING AND WEBSITE DESIGN" 13 47 60 4
27305.0 ETCS305 "COMPUTER ARCHITECTURE" 10 36 50 4
27307.0 ETCS307 "LINUX AND X-WINDOWS PROGRAMMING" 13 43 56 4
27309.0 ETCS309 "DATA BASE MANAGEMENT SYSTEMS" 7 26 33 0
29311.0 ETMS311 "ORGANIZATIONAL BEHAVIOUR" 20 41 61 4
28351.0 ETEC351 "DIGITAL CIRCUITS & SYSTEMS - II LAB." 33 40 73 1
31353.0 ETIT353 "JAVA PROGRAMMING AND WEBSITE DESIGN LAB" 27 43 70 1
27355.0 ETCS355 "LINUX AND X-WINDOWS PROGRAMMING LAB" 30 51 81 1
27357.0 ETCS357 "DATA BASE MANAGEMENT SYSTEMS LAB." 31 38 69 1
