SUBJECT_ID SUBJECT_CODE SUBJECT_NAME INTERNAL_MARKS EXTERNAL_MARKS TOTAL_MARKS CREDITS_SECURED
27202.0 ETCS202 "SOFTWARE ENGINEERING" 14 48 62 4
27204.0 ETCS204 "ALGORITHM ANALYSIS & DESIGN" 7 55 62 4
28206.0 ETEC206 "DIGITAL CIRCUITS & SYSTEMS - I" 9 45 54 4
31208.0 ETIT208 "COMMUNICATION SYSTEMS" 12 33 50 4
27210.0 ETCS210 "COMPUTER GRAPHICS" 14 39 53 4
27212.0 ETCS212 "OPERATING SYSTEMS" 8 41 50 4
27252.0 ETCS252 "SOFTWARE ENGINEERING LAB" 31 42 73 1
27254.0 ETCS254 "ALGORITHM ANALYSIS AND DESIGN LAB" 32 39 71 1
28256.0 ETEC256 "DIGITAL CIRCUITS & SYSTEMS - I LAB" 30 46 76 1
27258.0 ETCS258 "COMPUTER GRAPHICS LAB" 34 44 78 1
